pathName,pathLabel,qSelection,qF0,qDelta,biologicalVariance,logLikelihood,hitGridBoundary,meanDelta_dB,minDelta_dB,maxDelta_dB,meanDeltaSD_dB,maxDeltaSD_dB,excludesZeroAnywhere,negativeExclusionAgeLow,negativeExclusionAgeHigh,positiveExclusionAgeLow,positiveExclusionAgeHigh
PathA_120s,Path A: pure 120s MFDB variance,grid-q,1000,1000,0,-7647.73590486229,1,-5.8036576822874,-34.2625610251319,23.7529022404803,1.24696114187078,5.91518269145671,1,11.0164383561644,15.1972602739726,13.9342465753425,14.0328767123288
PathA_120s,Path A: pure 120s MFDB variance,fixed-q,2.96216871917362,2.96216871917362,0,-10817.4552626867,0,-3.10426314764098,-10.9161061854829,11.0979355082994,0.123975188217442,0.722798898591863,1,11.0164383561644,15.1972602739726,10.0465753424658,14.0328767123288
PathB_subepoch,Path B: sub-epoch SEM variance,grid-q,62.1016941891562,1000,0,-673.953787386006,1,-4.17842787840091,-11.6188446954057,5.66053395766046,0.832677008918953,5.1185671404008,1,11.0164383561644,15.1972602739726,NaN,NaN
PathB_subepoch,Path B: sub-epoch SEM variance,fixed-q,2.97492310599522,2.97492310599522,0,-1366.90029251547,0,-4.88357862499212,-9.81713438893041,5.63289319651521,0.289394881479445,0.937881266448634,1,11.0164383561644,15.1972602739726,10.0465753424658,10.0465753424658
